ParticipantID,Condition,TrialID,EventIndex,Timestamp,TWall,Source,RawKey,RawValueBefore,RawValueAfter,Delta,MappedTarget,CandidateStepID,ActiveStepID,FusedStepID,ExpectedForStep,BeforeHelpCycleID,AfterHelpCycleID,NearestHelpCycleID,SecondsSinceLastHelp,StepCompletedByThisEvent,GateViolationCandidate,AutoCodingHint
P03,without_tutor,T01,1,2026-05-29T22:28:45.726926+00:00,1780093725.703387,dcs_bios_raw,APU_CONTROL_SW,,0,0,apu_switch,S03,,,,,,,,no,no,
P03,without_tutor,T01,1,2026-05-29T22:28:45.726926+00:00,1780093725.703387,dcs_bios_raw,ENGINE_CRANK_SW,,1,1,eng_crank_switch,S04;S10,,,,,,,,no,no,
P03,without_tutor,T01,1,2026-05-29T22:28:45.726926+00:00,1780093725.703387,dcs_bios_raw,BATTERY_SW,,1,1,battery_switch,S01,,,,,,,,no,no,
P03,without_tutor,T01,1,2026-05-29T22:28:45.726926+00:00,1780093725.703387,dcs_bios_raw,L_GEN_SW,,1,1,generator_left_switch,S01,,,,,,,,no,no,
P03,without_tutor,T01,1,2026-05-29T22:28:45.726926+00:00,1780093725.703387,dcs_bios_raw,R_GEN_SW,,1,1,generator_right_switch,S01,,,,,,,,no,no,
P03,without_tutor,T01,1,2026-05-29T22:28:45.726926+00:00,1780093725.703387,dcs_bios_raw,BLEED_AIR_KNOB,,2,2,bleed_air_knob,S06,,,,,,,,no,no,
P03,without_tutor,T01,2,2026-05-29T22:28:45.741428+00:00,1780093725.735427,dcs_bios_raw,INT_THROTTLE_LEFT,,6081,6081,throttle_quadrant_reference,,,,,,,,,no,no,mapped_target_without_candidate_step
P03,without_tutor,T01,2,2026-05-29T22:28:45.741428+00:00,1780093725.735427,dcs_bios_raw,INT_THROTTLE_RIGHT,,6081,6081,throttle_quadrant_reference,,,,,,,,,no,no,mapped_target_without_candidate_step
P03,without_tutor,T01,2,2026-05-29T22:28:45.741428+00:00,1780093725.735427,dcs_bios_raw,PRESSURE_ALT,,5,5,,,,,,,,,,no,no,unmapped_raw_key
P03,without_tutor,T01,3,2026-05-29T22:28:45.774484+00:00,1780093725.7689862,dcs_bios_raw,INT_THROTTLE_LEFT,6081,5609,-472,throttle_quadrant_reference,,,,,,,,,no,no,mapped_target_without_candidate_step
P03,without_tutor,T01,3,2026-05-29T22:28:45.774484+00:00,1780093725.7689862,dcs_bios_raw,INT_THROTTLE_RIGHT,6081,5609,-472,throttle_quadrant_reference,,,,,,,,,no,no,mapped_target_without_candidate_step
P03,without_tutor,T01,3,2026-05-29T22:28:45.774484+00:00,1780093725.7689862,dcs_bios_raw,PRESSURE_ALT,5,39,34,,,,,,,,,,no,no,unmapped_raw_key
P03,without_tutor,T01,4,2026-05-29T22:28:45.807538+00:00,1780093725.8020296,dcs_bios_raw,INT_THROTTLE_LEFT,5609,5137,-472,throttle_quadrant_reference,,,,,,,,,no,no,mapped_target_without_candidate_step
P03,without_tutor,T01,4,2026-05-29T22:28:45.807538+00:00,1780093725.8020296,dcs_bios_raw,INT_THROTTLE_RIGHT,5609,5137,-472,throttle_quadrant_reference,,,,,,,,,no,no,mapped_target_without_candidate_step
P03,without_tutor,T01,4,2026-05-29T22:28:45.807538+00:00,1780093725.8020296,dcs_bios_raw,VSI,,32766,32766,,,,,,,,,,no,no,unmapped_raw_key
P03,without_tutor,T01,4,2026-05-29T22:28:45.807538+00:00,1780093725.8020296,dcs_bios_raw,PRESSURE_ALT,39,68,29,,,,,,,,,,no,no,unmapped_raw_key
P03,without_tutor,T01,5,2026-05-29T22:28:45.841074+00:00,1780093725.8360746,dcs_bios_raw,INT_THROTTLE_LEFT,5137,4744,-393,throttle_quadrant_reference,,,,,,,,,no,no,mapped_target_without_candidate_step
P03,without_tutor,T01,5,2026-05-29T22:28:45.841074+00:00,1780093725.8360746,dcs_bios_raw,INT_THROTTLE_RIGHT,5137,4744,-393,throttle_quadrant_reference,,,,,,,,,no,no,mapped_target_without_candidate_step
P03,without_tutor,T01,5,2026-05-29T22:28:45.841074+00:00,1780093725.8360746,dcs_bios_raw,VSI,32766,32764,-2,,,,,,,,,,no,no,unmapped_raw_key
P03,without_tutor,T01,5,2026-05-29T22:28:45.841074+00:00,1780093725.8360746,dcs_bios_raw,PRESSURE_ALT,68,93,25,,,,,,,,,,no,no,unmapped_raw_key
P03,without_tutor,T01,6,2026-05-29T22:28:45.874103+00:00,1780093725.8695984,dcs_bios_raw,INT_THROTTLE_LEFT,4744,4272,-472,throttle_quadrant_reference,,,,,,,,,no,no,mapped_target_without_candidate_step
P03,without_tutor,T01,6,2026-05-29T22:28:45.874103+00:00,1780093725.8695984,dcs_bios_raw,INT_THROTTLE_RIGHT,4744,4272,-472,throttle_quadrant_reference,,,,,,,,,no,no,mapped_target_without_candidate_step
P03,without_tutor,T01,6,2026-05-29T22:28:45.874103+00:00,1780093725.8695984,dcs_bios_raw,VSI,32764,32761,-3,,,,,,,,,,no,no,unmapped_raw_key
P03,without_tutor,T01,6,2026-05-29T22:28:45.874103+00:00,1780093725.8695984,dcs_bios_raw,PRESSURE_ALT,93,114,21,,,,,,,,,,no,no,unmapped_raw_key
P03,without_tutor,T01,7,2026-05-29T22:28:45.908137+00:00,1780093725.9031327,dcs_bios_raw,INT_THROTTLE_LEFT,4272,3879,-393,throttle_quadrant_reference,,,,,,,,,no,no,mapped_target_without_candidate_step
P03,without_tutor,T01,7,2026-05-29T22:28:45.908137+00:00,1780093725.9031327,dcs_bios_raw,INT_THROTTLE_RIGHT,4272,3879,-393,throttle_quadrant_reference,,,,,,,,,no,no,mapped_target_without_candidate_step
