ParticipantID,Condition,TrialID,EventIndex,Timestamp,TWall,Source,RawKey,RawValueBefore,RawValueAfter,Delta,MappedTarget,CandidateStepID,ActiveStepID,FusedStepID,ExpectedForStep,BeforeHelpCycleID,AfterHelpCycleID,NearestHelpCycleID,SecondsSinceLastHelp,StepCompletedByThisEvent,GateViolationCandidate,AutoCodingHint
P05,with_tutor,T01,1,2026-05-31T00:09:47.538613+00:00,1780186187.5260658,dcs_bios_raw,APU_CONTROL_SW,,0,0,apu_switch,S03,,S08,,1219a648-c997-4ad8-9789-d03252958656,,1219a648-c997-4ad8-9789-d03252958656,,no,no,
P05,with_tutor,T01,1,2026-05-31T00:09:47.538613+00:00,1780186187.5260658,dcs_bios_raw,ENGINE_CRANK_SW,,1,1,eng_crank_switch,S04;S10,,S08,,1219a648-c997-4ad8-9789-d03252958656,,1219a648-c997-4ad8-9789-d03252958656,,no,no,
P05,with_tutor,T01,1,2026-05-31T00:09:47.538613+00:00,1780186187.5260658,dcs_bios_raw,BATTERY_SW,,1,1,battery_switch,S01,,S08,,1219a648-c997-4ad8-9789-d03252958656,,1219a648-c997-4ad8-9789-d03252958656,,no,no,
P05,with_tutor,T01,1,2026-05-31T00:09:47.538613+00:00,1780186187.5260658,dcs_bios_raw,L_GEN_SW,,1,1,generator_left_switch,S01,,S08,,1219a648-c997-4ad8-9789-d03252958656,,1219a648-c997-4ad8-9789-d03252958656,,no,no,
P05,with_tutor,T01,1,2026-05-31T00:09:47.538613+00:00,1780186187.5260658,dcs_bios_raw,R_GEN_SW,,1,1,generator_right_switch,S01,,S08,,1219a648-c997-4ad8-9789-d03252958656,,1219a648-c997-4ad8-9789-d03252958656,,no,no,
P05,with_tutor,T01,1,2026-05-31T00:09:47.538613+00:00,1780186187.5260658,dcs_bios_raw,BLEED_AIR_KNOB,,2,2,bleed_air_knob,S06,,S08,,1219a648-c997-4ad8-9789-d03252958656,,1219a648-c997-4ad8-9789-d03252958656,,no,no,
P05,with_tutor,T01,2,2026-05-31T00:09:47.562126+00:00,1780186187.5591257,dcs_bios_raw,INT_THROTTLE_LEFT,,6081,6081,throttle_quadrant_reference,,,S08,,1219a648-c997-4ad8-9789-d03252958656,,1219a648-c997-4ad8-9789-d03252958656,,no,no,mapped_target_without_candidate_step
P05,with_tutor,T01,2,2026-05-31T00:09:47.562126+00:00,1780186187.5591257,dcs_bios_raw,INT_THROTTLE_RIGHT,,6081,6081,throttle_quadrant_reference,,,S08,,1219a648-c997-4ad8-9789-d03252958656,,1219a648-c997-4ad8-9789-d03252958656,,no,no,mapped_target_without_candidate_step
P05,with_tutor,T01,2,2026-05-31T00:09:47.562126+00:00,1780186187.5591257,dcs_bios_raw,PRESSURE_ALT,,5,5,,,,S08,,1219a648-c997-4ad8-9789-d03252958656,,1219a648-c997-4ad8-9789-d03252958656,,no,no,unmapped_raw_key
P05,with_tutor,T01,3,2026-05-31T00:09:47.595680+00:00,1780186187.5926783,dcs_bios_raw,INT_THROTTLE_LEFT,6081,5609,-472,throttle_quadrant_reference,,,S08,,1219a648-c997-4ad8-9789-d03252958656,,1219a648-c997-4ad8-9789-d03252958656,,no,no,mapped_target_without_candidate_step
P05,with_tutor,T01,3,2026-05-31T00:09:47.595680+00:00,1780186187.5926783,dcs_bios_raw,INT_THROTTLE_RIGHT,6081,5609,-472,throttle_quadrant_reference,,,S08,,1219a648-c997-4ad8-9789-d03252958656,,1219a648-c997-4ad8-9789-d03252958656,,no,no,mapped_target_without_candidate_step
P05,with_tutor,T01,3,2026-05-31T00:09:47.595680+00:00,1780186187.5926783,dcs_bios_raw,PRESSURE_ALT,5,39,34,,,,S08,,1219a648-c997-4ad8-9789-d03252958656,,1219a648-c997-4ad8-9789-d03252958656,,no,no,unmapped_raw_key
P05,with_tutor,T01,4,2026-05-31T00:09:47.630748+00:00,1780186187.625739,dcs_bios_raw,INT_THROTTLE_LEFT,5609,5137,-472,throttle_quadrant_reference,,,S08,,1219a648-c997-4ad8-9789-d03252958656,,1219a648-c997-4ad8-9789-d03252958656,,no,no,mapped_target_without_candidate_step
P05,with_tutor,T01,4,2026-05-31T00:09:47.630748+00:00,1780186187.625739,dcs_bios_raw,INT_THROTTLE_RIGHT,5609,5137,-472,throttle_quadrant_reference,,,S08,,1219a648-c997-4ad8-9789-d03252958656,,1219a648-c997-4ad8-9789-d03252958656,,no,no,mapped_target_without_candidate_step
P05,with_tutor,T01,4,2026-05-31T00:09:47.630748+00:00,1780186187.625739,dcs_bios_raw,VSI,,32766,32766,,,,S08,,1219a648-c997-4ad8-9789-d03252958656,,1219a648-c997-4ad8-9789-d03252958656,,no,no,unmapped_raw_key
P05,with_tutor,T01,4,2026-05-31T00:09:47.630748+00:00,1780186187.625739,dcs_bios_raw,PRESSURE_ALT,39,68,29,,,,S08,,1219a648-c997-4ad8-9789-d03252958656,,1219a648-c997-4ad8-9789-d03252958656,,no,no,unmapped_raw_key
P05,with_tutor,T01,5,2026-05-31T00:09:47.661810+00:00,1780186187.6588187,dcs_bios_raw,INT_THROTTLE_LEFT,5137,4744,-393,throttle_quadrant_reference,,,S08,,1219a648-c997-4ad8-9789-d03252958656,,1219a648-c997-4ad8-9789-d03252958656,,no,no,mapped_target_without_candidate_step
P05,with_tutor,T01,5,2026-05-31T00:09:47.661810+00:00,1780186187.6588187,dcs_bios_raw,INT_THROTTLE_RIGHT,5137,4744,-393,throttle_quadrant_reference,,,S08,,1219a648-c997-4ad8-9789-d03252958656,,1219a648-c997-4ad8-9789-d03252958656,,no,no,mapped_target_without_candidate_step
P05,with_tutor,T01,5,2026-05-31T00:09:47.661810+00:00,1780186187.6588187,dcs_bios_raw,VSI,32766,32764,-2,,,,S08,,1219a648-c997-4ad8-9789-d03252958656,,1219a648-c997-4ad8-9789-d03252958656,,no,no,unmapped_raw_key
