ParticipantID,Condition,TrialID,EventIndex,Timestamp,TWall,Source,RawKey,RawValueBefore,RawValueAfter,Delta,MappedTarget,CandidateStepID,ActiveStepID,FusedStepID,ExpectedForStep,BeforeHelpCycleID,AfterHelpCycleID,NearestHelpCycleID,SecondsSinceLastHelp,StepCompletedByThisEvent,GateViolationCandidate,AutoCodingHint
P08,with_tutor,T01,1,2026-05-31T23:45:33.876271+00:00,1780271133.8617616,dcs_bios_raw,APU_CONTROL_SW,,0,0,apu_switch,S03,,S02,,959fea00-ccc4-42e3-8486-fad41f728ee1,,959fea00-ccc4-42e3-8486-fad41f728ee1,,no,no,
P08,with_tutor,T01,1,2026-05-31T23:45:33.876271+00:00,1780271133.8617616,dcs_bios_raw,ENGINE_CRANK_SW,,1,1,eng_crank_switch,S04;S10,,S02,,959fea00-ccc4-42e3-8486-fad41f728ee1,,959fea00-ccc4-42e3-8486-fad41f728ee1,,no,no,
P08,with_tutor,T01,1,2026-05-31T23:45:33.876271+00:00,1780271133.8617616,dcs_bios_raw,BATTERY_SW,,1,1,battery_switch,S01,,S02,,959fea00-ccc4-42e3-8486-fad41f728ee1,,959fea00-ccc4-42e3-8486-fad41f728ee1,,no,no,
P08,with_tutor,T01,1,2026-05-31T23:45:33.876271+00:00,1780271133.8617616,dcs_bios_raw,L_GEN_SW,,1,1,generator_left_switch,S01,,S02,,959fea00-ccc4-42e3-8486-fad41f728ee1,,959fea00-ccc4-42e3-8486-fad41f728ee1,,no,no,
P08,with_tutor,T01,1,2026-05-31T23:45:33.876271+00:00,1780271133.8617616,dcs_bios_raw,R_GEN_SW,,1,1,generator_right_switch,S01,,S02,,959fea00-ccc4-42e3-8486-fad41f728ee1,,959fea00-ccc4-42e3-8486-fad41f728ee1,,no,no,
P08,with_tutor,T01,1,2026-05-31T23:45:33.876271+00:00,1780271133.8617616,dcs_bios_raw,BLEED_AIR_KNOB,,2,2,bleed_air_knob,S06,,S02,,959fea00-ccc4-42e3-8486-fad41f728ee1,,959fea00-ccc4-42e3-8486-fad41f728ee1,,no,no,
P08,with_tutor,T01,2,2026-05-31T23:45:33.897315+00:00,1780271133.894315,dcs_bios_raw,INT_THROTTLE_LEFT,,6081,6081,throttle_quadrant_reference,,,S02,,959fea00-ccc4-42e3-8486-fad41f728ee1,,959fea00-ccc4-42e3-8486-fad41f728ee1,,no,no,mapped_target_without_candidate_step
P08,with_tutor,T01,2,2026-05-31T23:45:33.897315+00:00,1780271133.894315,dcs_bios_raw,INT_THROTTLE_RIGHT,,6081,6081,throttle_quadrant_reference,,,S02,,959fea00-ccc4-42e3-8486-fad41f728ee1,,959fea00-ccc4-42e3-8486-fad41f728ee1,,no,no,mapped_target_without_candidate_step
P08,with_tutor,T01,2,2026-05-31T23:45:33.897315+00:00,1780271133.894315,dcs_bios_raw,PRESSURE_ALT,,5,5,,,,S02,,959fea00-ccc4-42e3-8486-fad41f728ee1,,959fea00-ccc4-42e3-8486-fad41f728ee1,,no,no,unmapped_raw_key
P08,with_tutor,T01,3,2026-05-31T23:45:33.932896+00:00,1780271133.928875,dcs_bios_raw,INT_THROTTLE_LEFT,6081,5609,-472,throttle_quadrant_reference,,,S02,,959fea00-ccc4-42e3-8486-fad41f728ee1,,959fea00-ccc4-42e3-8486-fad41f728ee1,,no,no,mapped_target_without_candidate_step
